surah,ayah,arabic_text,translation,footnotes
36,45,وَإِذَا قِيلَ لَهُمُ ٱتَّقُواْ مَا بَيۡنَ أَيۡدِيكُمۡ وَمَا خَلۡفَكُمۡ لَعَلَّكُمۡ تُرۡحَمُونَ,ߣߴߊ߬ ߝߐ߫ ߘߴߊ߬ߟߎ߬ ߦߋ߫ ߞߏ߫ ߊߟߎ߫ ߦߴߊߟߎ߫ ߝߊ߲ߕߊ߲߬ߞߵߊߟߎ߫ ߢߍߞߏ ߣߴߊߟߎ߫ ߞߐߞߏ ߡߊ߬ ߸ ߛߊ߫ ߤߌߣߊ߫ ߘߌ߫ ߞߍ߫ ߊߟߎ߫ ߟߊ߫,
36,46,وَمَا تَأۡتِيهِم مِّنۡ ءَايَةٖ مِّنۡ ءَايَٰتِ رَبِّهِمۡ إِلَّا كَانُواْ عَنۡهَا مُعۡرِضِينَ,ߟߝߊߙߌ߫ ߕߍ߫ ߣߵߊ߬ߟߎ߫ ߡߵߊ߬ߟߎ߫ ߡߊ߰ߙߌ ߟߊ߫ ߟߝߊߙߌ ߟߎ߬ ߘߐ߫ ߸ ߝߏ߫ ߊ߬ߟߎ߬ ߦߋ߫ ߞߍ߫ ߞߐߘߏ߲ߓߊ߮ ߘߌ߫ ߏ߬ ߟߊ߫,
36,47,وَإِذَا قِيلَ لَهُمۡ أَنفِقُواْ مِمَّا رَزَقَكُمُ ٱللَّهُ قَالَ ٱلَّذِينَ كَفَرُواْ لِلَّذِينَ ءَامَنُوٓاْ أَنُطۡعِمُ مَن لَّوۡ يَشَآءُ ٱللَّهُ أَطۡعَمَهُۥٓ إِنۡ أَنتُمۡ إِلَّا فِي ضَلَٰلٖ مُّبِينٖ,ߣߴߊ߬ ߘߏ߲߬ ߝߐ߫ ߘߴߊ߬ߟߎ߬ ߦߋ߫ ߞߏ߫ ߊߟߊ߫ ߞߵߊߟߎ߫ ߤߊ߬ߙߌ߬ߖߍ߰ ߡߍ߲ ߠߊ߫ ߊߟߎ߯ ߏ߬ ߘߏ߫ ߘߏ߲߬ ߘߟߊ߫ ߸ ߓߊ߲߬ߓߊ߮ ߟߎ߬ ߘߴߊ߬ ߝߐ߫ ߟߊߒߠߦߊߓߊ߮ ߟߎ߫ ߡߊ߬ ߞߏ߫ ߊ߬ ߓߊ߯ ߊߟߊ߫ ߘߌߦߊ߫ ߞߊ߬ ߡߍ߲ ߠߘߊߥߎ߲ߠߌ߲߫ ߒ߬ߠߎ߬ ߦߴߏ߬ ߟߘߊߥߎ߲ߠߌ߲߫ ߓߊ߬؟ ߊߟߎ߫ ߕߍ߫ ߝߏߦߌ߫ ߡߊ߬ ߏ߬ ߘߐ߫ ߝߏ߫ ߝߟߌ߬ ߘߐ߬ߜߍ,
36,48,وَيَقُولُونَ مَتَىٰ هَٰذَا ٱلۡوَعۡدُ إِن كُنتُمۡ صَٰدِقِينَ,ߊ߬ߟߎ߬ ߦߴߊ߬ ߝߐ߫ ߟߊ߫ ߛߐ߲߬ ߞߏ߫ ߊ߬ߟߋ߬ ߛߘߊߒߡߊߕߎߡߊ ߣߌ߲߬ ߦߋ߫ ߕߎ߬ߡߊ ߢߌ߬ߡߊ߲߫ ߠߋ߬ ߘߌ߫ ߓߏ߲߰ ߣߴߊߟߎ߫ ߦߋ߫ ߕߎ߬ߢߊ߬ ߕߌ߯ ߟߎ߫ ߘߌ߫؟,
36,49,مَا يَنظُرُونَ إِلَّا صَيۡحَةٗ وَٰحِدَةٗ تَأۡخُذُهُمۡ وَهُمۡ يَخِصِّمُونَ,ߊ߬ߟߎ߬ ߕߍ߫ ߝߏߦߌ߬ ߡߊߞߐ߬ߣߐ߲ ߞߊ߲߬ ߝߏ߫ ߞߎߟߋ߫ ߞߊ߲߫ ߞߋߟߋ߲߫ ߔߋ߫ ߸ ߏ߬ ߘߴߊ߬ߟߎ߫ ߡߌ߬ߘߊ߫ ߞߵߊ߬ ߕߘߍ߬ ߊ߬ߟߎ߰ ߢߐ߲߯ ߘߊߘߛߐߛߐ ߟߊ߫,
36,50,فَلَا يَسۡتَطِيعُونَ تَوۡصِيَةٗ وَلَآ إِلَىٰٓ أَهۡلِهِمۡ يَرۡجِعُونَ,( ߞߏ߫ ߝߌ߬ߟߊ ) ߊ߬ߟߎ߬ ߕߍ߫ ߡߊ߬ߛߙߊ߬ߟߌ߫ ߟߊߣߐ߬ ߸ ߊ߬ߟߎ߫ ߘߏ߲߬ ߕߍ߫ ߛߊ߬ߦߌ߫ ߊ߬ߟߎ߬ ߞߐߙߍ ߟߎ߫ ߡߊ߬,
36,51,وَنُفِخَ فِي ٱلصُّورِ فَإِذَا هُم مِّنَ ٱلۡأَجۡدَاثِ إِلَىٰ رَبِّهِمۡ يَنسِلُونَ,ߏ߬ ߞߐ߫ ߓߘߎ ߘߌ߫ ߝߍ߫ ߸ ߘߊ߬ߡߊ߲߬ߛߴߊ߬ߟߎ߬ ߞߊߟߌߦߊߡߍߣߍ߲ߕߐ ߘߌ߫ ߓߐ߫ ߛߊ߬ߙߌ ߟߎ߬ ߘߐ߫ ߞߊߕߙߍ߬ ߊ߬ߟߎ߫ ߡߊ߰ߙߌ ߡߊ߬,
36,52,قَالُواْ يَٰوَيۡلَنَا مَنۢ بَعَثَنَا مِن مَّرۡقَدِنَاۜۗ هَٰذَا مَا وَعَدَ ٱلرَّحۡمَٰنُ وَصَدَقَ ٱلۡمُرۡسَلُونَ,ߊ߬ߟߎ߬ ߘߴߊ߬ ߝߐ߫ ߞߏ߫ ߒ߬ ߕߊ߫ ߜߊ߬ߟߏ߬ ߓߍ߫߹ ߖߍߣߍ߲ ߣߵߊ߲ ߠߊߥߟߌ߬ ߟߊ߫ ߒ߬ ߛߎ߬ߣߐ߰ ߦߌߟߊ ߘߐ߫؟ ߝߋ߲߫ ߠߋ߫ ߣߌ߲߬ ߘߋ߬ ߡߊ߬ߤߌ߬ߣߊ߬ߟߊ ߞߊ߬ ߡߍ߲ ߦߟߌߡߊߘߌߦߊ ߞߍ߫ ߸ ߞߋߟߊߡߐ߮ ߟߎ߫ ߞߊ߬ ߕߎ߬ߢߊ߬ ߝߐ߫ ߝߛߊߦߌ߫,
36,53,إِن كَانَتۡ إِلَّا صَيۡحَةٗ وَٰحِدَةٗ فَإِذَا هُمۡ جَمِيعٞ لَّدَيۡنَا مُحۡضَرُونَ,ߊ߬ ߘߏ߲߬ ߕߍ߫ ߘߏ߫ ߜߘߍ߫ ߘߌ߫ ߝߏ߫ ߞߎߟߋ߫ ߞߊ߲߫ ߞߋߟߋ߲߫ ߸ ߘߊ߬ߡߊ߲߬ߛߊ߫ ߊ߬ߟߎ߬ ߟߊߘߍ߬ߣߍ߲ ߓߘߊ߫ ߟߊߣߊ߬ ߒ߬ߠߎ߬ ߓߘߊ,
36,54,فَٱلۡيَوۡمَ لَا تُظۡلَمُ نَفۡسٞ شَيۡـٔٗا وَلَا تُجۡزَوۡنَ إِلَّا مَا كُنتُمۡ تَعۡمَلُونَ,ߒ߬ߓߊ߬ ߓߌ߬ ߸ ߣߌߡߊ ߕߍ߫ ߕߐ߬ߢߍ߰ ߝߏߦߌ߬ ߟߊ߫ ߸ ߊߟߎ߫ ߕߍ߫ ߛߙߊ߬ ( ߝߋ߲߫ ߠߊ߫ ) ߝߣߊ߫ ߝߏ߫ ߊߟߎ߫ ߕߎ߲߬ ߦߋ߫ ߡߍ߲ ߞߍ߫ ߟߊ߫,
36,55,إِنَّ أَصۡحَٰبَ ٱلۡجَنَّةِ ٱلۡيَوۡمَ فِي شُغُلٖ فَٰكِهُونَ,ߣߊߞߐ ߘߏ߲߬ߞߏ ߟߎ߬ ߛߍߥߊߣߍ߲ ߦߋ߫ ߡߊ߬ߜߊ ߟߋ߬ ߘߐ߫ ( ߘߊ߰ߡߎ߲߬ ߞߏ ߟߎ߬ ߟߊ߫ ) ߓߌ߬,
36,56,هُمۡ وَأَزۡوَٰجُهُمۡ فِي ظِلَٰلٍ عَلَى ٱلۡأَرَآئِكِ مُتَّكِـُٔونَ,ߊ߬ߟߎ߬ ߣߴߊ߬ߟߎ߬ ߝߘߎߡߊ ߟߎ߫ ߛߍ߲߬ߓߍ߬ߣߍ߲߫ ߜߍ߬ߡߍ ߟߎ߫ ߞߊ߲߬ ߘߎߟߋ߲ ߠߎ߬ ߟߊ߫,
36,57,لَهُمۡ فِيهَا فَٰكِهَةٞ وَلَهُم مَّا يَدَّعُونَ,ߦߙߌߘߋ߲ ߠߎ߬ ߦߴߊ߬ߟߎ߬ ߦߋ߫ ߦߋ߲߬ ߸ ߊ߬ߟߎ߬ ߟߊ߫ ߝߋ߲߫ ߡߊߞߟߌߕߊ ߟߎ߬ ߝߣߊ߫ ߦߴߊ߬ߟߎ߬ ߦߋ߫,
36,58,سَلَٰمٞ قَوۡلٗا مِّن رَّبّٖ رَّحِيمٖ,ߖߐ ߞߎߡߊ ߝߘߊߣߍ߲߫ ߡߊ߰ߙߌ߬ ߤߌߣߟߊ ߟߋ߬ ߟߊ߫ ( ߊ߬ߟߎ߬ ߦߋ߫ ),
36,59,وَٱمۡتَٰزُواْ ٱلۡيَوۡمَ أَيُّهَا ٱلۡمُجۡرِمُونَ,ߊߟߎ߯ ߕߏ߫ ߊߟߎ߫ ߞߏߟߊ߫ ߓߌ߬ ߘߋ߬ ߊߟߎ߬ ߛߐ߲߬ߡߊ ߟߎ߬,
36,60,۞ أَلَمۡ أَعۡهَدۡ إِلَيۡكُمۡ يَٰبَنِيٓ ءَادَمَ أَن لَّا تَعۡبُدُواْ ٱلشَّيۡطَٰنَۖ إِنَّهُۥ لَكُمۡ عَدُوّٞ مُّبِينٞ,ߊ߬ ߝߐ߫ ߒߠߋ ߡߴߊߟߎ߫ ߡߊߛߊ߬ߙߊ߫ ߓߊ߬ ߊߟߎ߬ ߊߘߡߊ߫ ߘߋ߲ ߠߎ߬ ߸ ߒ ߞߏ߫ ߊߟߎ߫ ߞߣߊ߫ ߜߍ߬ߘߍ ߓߊ߬ߕߏ߬ ߸ ߓߊ ߏ߬ ߦߴߊߟߎ߫ ߖߎ߯ ߘߐߜߍ ߟߋ߬ ߘߌ߫؟,
36,61,وَأَنِ ٱعۡبُدُونِيۚ هَٰذَا صِرَٰطٞ مُّسۡتَقِيمٞ,ߊ߬ ߣߌ߫ ߞߏ߫ ߊߟߎ߯ ߒߠߋ ߓߊ߬ߕߏ߬ ߸ ߓߊ ߣߌ߲߬ ߠߋ߬ ߛߌߟߊ߫ ߕߋߟߋ߲ߣߍ߲ ߘߌ߫,
36,62,وَلَقَدۡ أَضَلَّ مِنكُمۡ جِبِلّٗا كَثِيرًاۖ أَفَلَمۡ تَكُونُواْ تَعۡقِلُونَ,ߊ߬ ߘߏ߲߬ ߓߘߊ߫ ߘߊ߲ߝߋ߲߫ ߛߌߦߊߡߊ߲߫ ߠߊߝߟߌ߬ ߊߟߎ߫ ߘߐ߫ ߞߟߋ߫ ، ߊ߬ ߝߐ߫ ߊߟߎ߫ ߕߴߏ߬ ߤߊߞߟߌߡߦߊ߫ ߟߊ߫ ߓߊ߬؟,
36,63,هَٰذِهِۦ جَهَنَّمُ ٱلَّتِي كُنتُمۡ تُوعَدُونَ,ߔߊߦߌߔߊߦߌ ߟߋ߫ ߣߌ߲߬ ߸ ߊߟߎ߫ ߦߟߌߡߊߜߏߦߊߣߍ߲߫ ߕߘߍ߬ ߡߍ߲ ߠߊ߫,
36,64,ٱصۡلَوۡهَا ٱلۡيَوۡمَ بِمَا كُنتُمۡ تَكۡفُرُونَ,ߊߟߎ߫ ߘߏ߲߬ ߊ߬ ߘߐ߫ ߓߌ߬ ߞߊ߬ߡߊߛߐ߬ߘߐ߲߬ ߊߟߎ߫ ߟߊ߫ ߓߊ߲߬ߓߊ߰ߦߊ߬ ( ߞߘߐ ) ߝߍ߬,
36,65,ٱلۡيَوۡمَ نَخۡتِمُ عَلَىٰٓ أَفۡوَٰهِهِمۡ وَتُكَلِّمُنَآ أَيۡدِيهِمۡ وَتَشۡهَدُ أَرۡجُلُهُم بِمَا كَانُواْ يَكۡسِبُونَ,ߓߌ߬ ߸ ߊ߲ ߘߴߊ߬ߟߎ߬ ߘߊ ߟߎ߬ ߟߊߓߊ߬ߘߌ߫ ߊ߬ߟߎ߬ ߓߟߏ ߟߎ߬ ߦߋ߫ ߞߎߡߊ߫ ߒ߬ ߧߋ߫ ߸ ߊ߬ߟߎ߫ ߛߋ߲߭ ߠߎ߬ ߦߋ߫ ߛߙߋߦߊ ߟߊߟߐ߬ ߊ߬ߟߎ߬ ߗߋߥߊߟߌ߫ ߞߍߣߍ߲ ߠߎ߬ ߘߐ߫,
36,66,وَلَوۡ نَشَآءُ لَطَمَسۡنَا عَلَىٰٓ أَعۡيُنِهِمۡ فَٱسۡتَبَقُواْ ٱلصِّرَٰطَ فَأَنَّىٰ يُبۡصِرُونَ,ߣߴߊ߬ ߞߊ߬ ߒ߬ ߘߌߦߊ߫ ߒ߬ ߘߴߊ߬ߟߎ߬ ߢߊ ߟߎ߬ ߟߊߓߎ߲߯ ߸ ߊ߬ߟߎ߬ ߘߌ߫ ߢߐ߲߮ ߞߐ߲߰ ߛߌߟߊ ߞߊ߲߬ ߏ߬ ߘߐ߫ ߸ ߊ߬ߟߎ߬ ߞߍߕߐ߫ ߦߋߟߌ ߞߍ߫ ߟߴߏ߬ ߘߐ߫ ߘߌ߬؟,
36,67,وَلَوۡ نَشَآءُ لَمَسَخۡنَٰهُمۡ عَلَىٰ مَكَانَتِهِمۡ فَمَا ٱسۡتَطَٰعُواْ مُضِيّٗا وَلَا يَرۡجِعُونَ,ߣߴߊ߬ ߘߏ߲߬ ߞߊ߬ ߒ߬ ߘߌߦߊ߫ ߒ߬ ߘߴߊ߬ߟߎ߬ ߘߊ߲ߠߌ߲ ߡߊߦߟߍ߬ߡߊ߲߫ ߊ߬ߟߎ߬ ߣߴߊ߬ߟߎ߬ ߟߊ߫ ߛߋ ߸ ߊ߬ߟߎ߬ ߕߴߛߋ߫ ߕߊ߬ߡߌ߲߬ ߠߴߏ߬ ߘߐ߫ ( ߞߊ߬ ߕߊ߯ ߢߍ߫ )߸ ߊ߬ߟߎ߫ ߘߏ߲߬ ߕߍ߫ ߊ߬ߟߎ߬ ߞߐߛߊ߬ߦߌ߲߬,
36,68,وَمَن نُّعَمِّرۡهُ نُنَكِّسۡهُ فِي ٱلۡخَلۡقِۚ أَفَلَا يَعۡقِلُونَ,ߊ߲ ߓߊ߯ ߡߍ߲ ߛߌ߬ߡߊ߬ߦߊ߫ ߊ߲ ߘߴߏ ߞߎ߲߬ߕߐ߬ߡߊ߬ߛߊߦߌ߲߫ ߘߊ߲ߠߌ߲ ߘߐ߫ ߸ ߊ߬ ߝߐ߫ ߊ߬ߟߎ߬ ߕߴߏ߬ ߤߊߞߟߌߡߦߊ߫ ߟߊ߫ ߘߍ߫؟,
36,69,وَمَا عَلَّمۡنَٰهُ ٱلشِّعۡرَ وَمَا يَنۢبَغِي لَهُۥٓۚ إِنۡ هُوَ إِلَّا ذِكۡرٞ وَقُرۡءَانٞ مُّبِينٞ,ߊ߲ ߡߊ߫ ‹ ߞߋߟߊ › ߟߊߟߐ߲ߠߌ߲߫ ߢߙߊ߬ߦߊ߫ ߟߊ߫ ߏ߬ ߕߍ߫ ߓߍ߲߬ ߊ߬ ߡߊ߬ ߖߘߍ߬ ߸ ߊ߬ ߕߍ߫ ߘߏ߫ ߜߘߍ߫ ߡߊ߬ ߝߏ߫ ߞߊ߬ߥߊ߲߬ߘߌ߬ߟߌ ߸ ߊ߬ ߣߌ߫ ߘߐ߬ߛߊ߬ߙߌ߬ߟߌ߫ ߘߐߞߣߍߣߍ߲,
36,70,لِّيُنذِرَ مَن كَانَ حَيّٗا وَيَحِقَّ ٱلۡقَوۡلُ عَلَى ٱلۡكَٰفِرِينَ,ߛߴߊ߬ ߘߌ߫ ߖߊ߬ߛߙߋ߬ߡߊ߬ߟߊ ߞߍ߫ (ߛߣߐ߬ߡߍ߬ ) ߞߍ߲ߘߍ ߦߋ߫ ߸ ߊ߬ ߣߌ߫ ( ߖߊ߲߰ߞߕߊ ) ߞߎߡߊ ߦߋ߫ ߜߋ߲ߜߋ߲ߦߊ߫ ߓߊ߲߬ߓߊ߮ ߟߎ߫ ߡߊ߬,
36,71,أَوَلَمۡ يَرَوۡاْ أَنَّا خَلَقۡنَا لَهُم مِّمَّا عَمِلَتۡ أَيۡدِينَآ أَنۡعَٰمٗا فَهُمۡ لَهَا مَٰلِكُونَ,ߊ߬ߟߎ߬ ߡߴߊ߬ ߦߋ߫ ߓߊ߬ ߞߏ߫ ߒ߬ߠߎ߫ ߟߋ߫ ߞߊ߬ ߞߟߏߝߋ߲ ߠߎ߬ ߘߊ߲߫ ߊ߬ߟߎ߬ ߦߋ߫ ߒ߬ ߖߍ߬ߘߍ ߓߟߏ ߟߊ߫ ߝߋ߲߫ ߓߊ߯ߙߊߣߍ߲ ߘߐ߫ ߸ ߊ߬ߟߎ߬ ߦߴߏ߬ ߟߎ߫ ߡߙߊ߬ ߟߴߏ߬ ߟߋ ߘߐ߫؟,
36,72,وَذَلَّلۡنَٰهَا لَهُمۡ فَمِنۡهَا رَكُوبُهُمۡ وَمِنۡهَا يَأۡكُلُونَ,ߊ߲ ߞߵߏ߬ ߟߎ߬ ߞߟߏ߫ ߊ߬ߟߎ߬ ߦߋ߫ ߟߋ߬ ߸ ߊ߬ߟߎ߫ ߦߟߍ߬ߒ߬ߞߊ߲߬ߕߊ ߦߴߏ߬ ߟߎ߬ ߘߐ߫ ߸ ߊ߬ߟߎ߬ ߦߋ߫ ߘߏ߫ ߘߊߥߎ߲߫ ߠߴߊ߬ ߘߐ߫ ߝߣߊ߫,
36,73,وَلَهُمۡ فِيهَا مَنَٰفِعُ وَمَشَارِبُۚ أَفَلَا يَشۡكُرُونَ,ߢߊ߬ߞߏ ߟߎ߬ ߣߌ߫ ߡߌ߲߬ߕߊ ߟߎ߬ ߦߴߊ߬ߟߎ߬ ߦߋ߫ ߏ߬ ߟߎ߬ ߘߐ߫ ߸ ߊ߬ ߝߐ߫ ߊ߬ߟߎ߬ ߕߍ߫ ߞߏߢߌߡߊߟߐ߲߫ ߞߍ߫ ߟߴߏ߬ ߡߊ߬ ߘߍ߫؟,
36,74,وَٱتَّخَذُواْ مِن دُونِ ٱللَّهِ ءَالِهَةٗ لَّعَلَّهُمۡ يُنصَرُونَ,ߊ߬ߟߎ߬ ߓߘߴߊ߬ߟߎ߬ ߓߟߏߞߍ߫ ߡߊ߰ߙߌ߬ ߜߘߍ߫ ߟߎ߫ ߟߋ߬ ߟߊ߫ ߞߵߊߟߊ߫ ߕߏ߫ ߛߴߊ߬ߟߎ߬ ߘߌ߫ ߡߊߘߍ߬ߡߍ߲߬,
36,75,لَا يَسۡتَطِيعُونَ نَصۡرَهُمۡ وَهُمۡ لَهُمۡ جُندٞ مُّحۡضَرُونَ,ߏ߬ ߟߎ߫ ߘߏ߲߬ ߕߍ߫ ߛߴߊ߬ߟߎ߫ ߘߍ߬ߡߍ߲ ߡߊߣߐ߬ ߟߊ߫ ߸ ߏ߬ ߟߎ߬ ߝߣߊ߫ ߦߋ߫ ߞߟߍ߬ߓߏߟߏ߲߫ ߟߊߣߊ߬ߕߊ ߘߏ߫ ߟߋ߬ ߘߌ߫,
36,76,فَلَا يَحۡزُنكَ قَوۡلُهُمۡۘ إِنَّا نَعۡلَمُ مَا يُسِرُّونَ وَمَا يُعۡلِنُونَ,ߊ߬ߟߎ߬ ߟߊ߫ ߞߎߡߊ ߞߊߣߵߌ ߟߊߛߎ߬ߣߎ߲߬ ߸ ߒ߬ߠߎ߫ ߞߵߊ߬ ߟߐ߲߫ ߗߐ߫ ߊ߬ߟߎ߬ ߦߋ߫ ߡߍ߲ ߜߎ߲߬ߘߎ߬ ߟߊ߫߸ ߊ߬ ߣߴߊ߬ߟߎ߬ ߦߋ߫ ߡߍ߲ ߟߊ߲ߞߣߍߡߊ߫ ߟߊ߫,
36,77,أَوَلَمۡ يَرَ ٱلۡإِنسَٰنُ أَنَّا خَلَقۡنَٰهُ مِن نُّطۡفَةٖ فَإِذَا هُوَ خَصِيمٞ مُّبِينٞ,ߡߐ߱ ߡߴߊ߬ ߦߋ߫ ߓߊ߬ ߞߏ߫ ߒ߬ߠߎ߫ ߟߋ߫ ߞߵߊ߬ ߘߊ߲߫ ߛߖߌ ߘߐ߫؟ ߘߊ߬ߡߊ߲߬ߛߊ߫ ߏ߬ ߟߋ ߦߋ߫ ߞߟߍ߬ߢߐ߲߰ ߘߐ߬ߜߍ ߘߌ߫ ( ߣߌ߲߬ )؟.,
36,78,وَضَرَبَ لَنَا مَثَلٗا وَنَسِيَ خَلۡقَهُۥۖ قَالَ مَن يُحۡيِ ٱلۡعِظَٰمَ وَهِيَ رَمِيمٞ,ߊ߬ ߓߘߊ߫ ߞߏߟߊߒߞߏߡߊ ߞߍ߫ ߒ߬ ߧߋ߫ ߞߊ߬ ߢߌ߬ߣߴߊ߬ ߖߘߍ߬ ߘߊ߲ߧߊ ߞߐ߫ ߸ ߞߵߊ߬ ߝߐ߫ ߞߏ߫ ߖߍߣߍ߲ ߦߋ߫ ߞߟߏ ߟߎ߬ ߟߊߣߌߡߦߊ߫ ߟߊ߫ ߞߵߊ߬ ߕߘߍ߬ ߊ߰ ߡߎ߰ߡߎ߮ ߘߌ߫؟,
36,79,قُلۡ يُحۡيِيهَا ٱلَّذِيٓ أَنشَأَهَآ أَوَّلَ مَرَّةٖۖ وَهُوَ بِكُلِّ خَلۡقٍ عَلِيمٌ,ߊ߬ ߝߐ߫ ߞߏ߫ ߡߍ߲ ߞߵߊ߬ߟߎ߬ ߟߊߘߊ߲߫ ߛߋ߲߬ߧߊ߬ ߝߟߐ ߘߐ߫ ߏ߬ ߟߋ ߦߴߊ߬ߟߎ߬ ߟߊߣߌߡߦߊ߫ ߟߊ߫ ߸ ߓߊ ߏ߬ ߟߋ ߞߊ߬ ߘߊ߲ߠߌ߲ ߓߍ߯ ߟߐ߲ߓߊ ߞߍ߫,
36,80,ٱلَّذِي جَعَلَ لَكُم مِّنَ ٱلشَّجَرِ ٱلۡأَخۡضَرِ نَارٗا فَإِذَآ أَنتُم مِّنۡهُ تُوقِدُونَ,ߏ߬ ߟߋ ߞߊ߬ ߕߊ ߟߊߓߐ߫ ߊߟߎ߫ ߦߋ߫ ߦߙߌ߫ ߝߙߌߛߌ ߘߐ߫ ߸ ߘߊ߬ߡߊ߲߬ߛߊ߫ ߊߟߎ߫ ߦߋ߫ ߟߊ߬ߡߍ߬ߣߍ߲߬ߠߌ߲ ߞߍ߫ ߟߴߏ߬ ߘߐ߫,
36,81,أَوَلَيۡسَ ٱلَّذِي خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضَ بِقَٰدِرٍ عَلَىٰٓ أَن يَخۡلُقَ مِثۡلَهُمۚ بَلَىٰ وَهُوَ ٱلۡخَلَّٰقُ ٱلۡعَلِيمُ,ߊ߬ ߝߐ߫ ߡߍ߲ ߞߊ߬ ߛߊ߲ ߠߎ߬ ߣߌ߫ ߘߎ߱ ߘߊ߲߫ ߏ߬ ߕߍ߫ ߛߴߊ߬ߟߎ ߢߐ߲߰ ߘߊ߲߫ ߠߊ߫ ߓߊ߬؟ ߏ߬ ߘߌ߫ ߛߋ߫ ߏ߬ ߟߊ߫ ߞߍ߬ ߸ ߓߊ ߏ߬ ߟߋ ߦߋ߫ ߘߊ߲ߠߌ߲ߠߓߊ ߘߌ߫ ߸ ߟߐ߲ߠߌ߲ߠߊ ߟߋ߬,
36,82,إِنَّمَآ أَمۡرُهُۥٓ إِذَآ أَرَادَ شَيۡـًٔا أَن يَقُولَ لَهُۥ كُن فَيَكُونُ,ߊ߬ ߟߊ߫ ߟߐ߬ߟߌ ߦߋ߫ ߟߋ߬ ߸ ߣߴߊ߬ ߞߊ߬ ߞߏ ߘߏ߫ ߟߊߢߌߣߌ߲߫ ߸ ߊ߬ ߦߴߊ߬ ߝߐ߫ ߏ ߡߊ߬ ߘߐߙߐ߲߫ ߞߏ߫ ߞߍ߫ ߸ ߏ߬ ߘߌ߫ ߞߍ߫ ߌߞߘߐ߫,
36,83,فَسُبۡحَٰنَ ٱلَّذِي بِيَدِهِۦ مَلَكُوتُ كُلِّ شَيۡءٖ وَإِلَيۡهِ تُرۡجَعُونَ,ߛߊߣߌ߲ߧߊ ߓߍ߫ ߡߊ߰ߙߌ ߦߋ߫ ߸ ߞߏ ߓߍ߯ ߡߊ߬ߙߊ ߦߋ߫ ߡߍ߲ ߓߟߏ߫ ߸ ߊߟߎ߫ ߘߏ߲߬ ߠߊߛߊ߬ߦߌ߬ߕߐ߫ ߊ߬ߟߋ ߟߋ߫ ߡߊ߬,
